,ENTIDAD,NOM_ENT,POBTOT,POBFEM,POBMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,POB15_64,P_60YMAS,PNACOE,PNACOE_F,PRESOE15,PCON_DISC,P15YM_AN,PE_INAC,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PSINDER,PDER_IMSS,PDER_SEGP,PAFIL_IPRIV,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,POBHOG,PHOGJEF_F,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_1DOR,VPH_C_ELEC,VPH_AGUADV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_DRENAJ,VPH_REFRI,VPH_LAVAD,VPH_BICI,VPH_TV,VPH_PC,VPH_CEL,VPH_INTER,VPH_SPMVPI
179356,7,Chiapas,31735,16307,15428,1869,2079,4585,2067,1785,18756,3348,318,162,253,1445,3245,10531,12443,3608,8835,135,7027,762,21967,4,15706,10731,33,5233,7580,1628,31735,5772,9806,4.19,1.28,2816,7468,7328,1748,1626,7093,7282,5283,3514,535,5844,540,5258,1342,257
179522,7,Chiapas,11283,5910,5373,776,804,1595,814,736,6718,844,13,9,15,317,1932,3641,4348,1680,2668,105,2998,445,6523,46,7387,3836,20,36,2559,414,11273,1151,2919,4.41,1.56,1300,2504,1956,861,135,1711,2044,245,85,710,1138,30,1023,19,0
179761,7,Chiapas,31947,16042,15905,2050,2152,4392,2068,1909,19357,2768,377,213,299,1155,3747,8596,14580,5201,9379,109,8639,727,21857,28,17685,9554,17,4671,7296,1927,31915,7616,9702,4.37,1.47,3027,7069,7046,2639,4804,6875,6978,4821,3050,1158,5922,592,4902,1363,84
180230,7,Chiapas,41135,21181,19954,1901,1972,4380,2309,2240,26233,6068,2735,1425,887,2595,2560,11768,20674,8569,12105,304,16554,7962,13800,195,26353,10348,7,4402,12358,3851,41072,11663,15702,3.32,1.12,5536,12183,10729,5087,5344,11999,12034,10521,7653,3309,10887,1805,10299,3596,524
180960,7,Chiapas,7365,3713,3652,474,485,1085,538,479,4236,741,51,23,54,291,517,2416,2889,1011,1878,8,1524,402,5389,0,1457,4152,0,1751,1567,334,7365,1350,1962,4.7,1.34,421,1554,939,469,1142,1116,1491,894,585,39,1160,66,1121,164,0
180984,7,Chiapas,20157,10155,10002,1120,1364,2875,1427,1262,11768,2227,154,99,160,1088,1348,5344,9263,3650,5613,99,2559,820,15593,27,5957,8889,*,5273,4523,879,20157,3205,6160,4.46,1.27,1199,4417,3779,1513,2574,4008,4261,2475,1602,357,3218,222,2674,512,41
181034,7,Chiapas,64632,32718,31914,3708,4182,8609,3878,3664,40864,5020,3583,1704,1414,2681,4424,17392,30093,11510,18583,551,27606,10228,22221,476,35967,19212,47,9293,16192,4676,64517,17303,23549,3.98,1.31,7000,15982,13408,11203,8505,15342,15587,12246,9342,1124,14078,3524,13874,5751,1023
182228,7,Chiapas,37263,19055,18208,2675,2821,5163,2466,2259,20022,2210,174,94,70,1345,3003,9320,14340,5448,8892,279,10474,2919,15919,149,27236,5266,37,2092,8407,1810,36984,6660,10230,4.4,1.44,3393,7733,7147,4082,2933,7003,7196,4145,1948,308,5900,794,4920,1255,102
182469,7,Chiapas,24273,12562,11711,1881,2002,3799,1770,1546,13889,1336,30,19,38,624,3342,10326,5861,601,5260,344,3649,1315,16746,150,12712,8146,79,3318,5049,930,24239,3724,5701,4.8,1.57,2085,4937,5009,2424,475,4530,4803,1963,562,70,3314,137,2517,289,22
182630,7,Chiapas,50112,25685,24427,2923,3234,6278,3103,2958,30585,5653,1205,641,771,2091,3419,15137,21905,8379,13526,439,21579,7629,14898,186,17898,20769,65,11368,12144,3519,49927,13061,15017,4.11,1.3,5193,12001,11849,2211,4144,11628,11820,8637,4877,1017,10209,1678,10182,2044,343
183468,7,Chiapas,17619,8737,8882,896,917,1857,907,850,11073,2738,2168,1157,353,1399,1683,6140,7559,2323,5236,91,6936,1003,8715,38,12417,3394,*,1792,4785,1391,17470,4683,5888,3.65,1.5,2245,4671,4617,1517,326,4488,4486,3926,2893,656,3915,346,3222,407,38
183642,7,Chiapas,88106,44429,43677,5027,5180,10709,4960,4817,55144,9942,2481,1333,863,4262,6241,26922,39080,13655,25425,905,40968,9227,29123,556,61112,19513,14,7375,21765,6285,86704,22934,27322,3.98,1.26,8567,21344,20137,11520,11973,20299,20753,16279,11444,4538,18769,3089,16080,4646,509
184791,7,Chiapas,9900,5027,4873,654,698,1411,600,573,5848,978,91,40,78,479,970,2910,4165,1370,2795,29,1948,246,7335,4,6918,2452,*,525,2444,553,9846,1838,3101,4.03,1.29,1063,2425,2410,1388,983,2308,2351,1394,930,36,1873,186,1738,114,7
184904,7,Chiapas,166178,86738,79440,8334,9407,19495,9260,9124,108466,16157,6817,3392,2229,6231,10883,44552,82527,34788,47739,1387,69581,16554,59297,452,114533,38718,80,12632,44427,12377,165648,40393,56783,3.73,1.02,14851,44068,39112,36925,17451,39769,42425,34622,26526,6698,39912,11035,36790,14615,3180
187193,7,Chiapas,49920,24787,25133,2904,3063,6673,3038,2777,30667,5114,450,211,325,2748,5980,14749,22036,6888,15148,295,11039,676,35820,48,27805,14684,24,7363,12251,2897,49869,10218,15492,4.07,1.48,6030,11893,11251,3843,4795,11257,11552,8566,5870,4628,9974,851,8423,1098,76
187622,7,Chiapas,22192,11346,10846,1263,1396,2700,1317,1334,13587,2684,260,138,191,1114,1659,7117,9549,3470,6079,91,7131,1041,12434,76,14104,6861,5,1214,6055,1633,22142,5103,7830,3.66,1.27,3309,5925,5834,2195,3531,5560,5791,4123,2292,87,4412,682,3762,701,45
187834,7,Chiapas,21915,11042,10873,2189,2090,4011,1674,1473,11381,858,16,9,76,553,3484,7610,5317,823,4494,652,5438,421,15348,83,3898,8477,620,8802,4819,965,21915,3675,7135,4.55,1.99,3516,4177,2434,804,174,743,1308,372,18,9,1405,37,1619,54,4
187887,7,Chiapas,101967,55019,46948,8128,8638,16953,7280,6803,56336,6657,62,42,218,2127,19862,36971,29533,8843,20690,1617,19556,1911,75246,133,56419,29700,4662,11037,22654,6634,101917,23098,29553,4.5,1.67,11952,22305,18611,12716,827,8356,13849,1795,913,794,13639,185,10169,328,10
187986,7,Chiapas,13678,6944,6734,1402,1379,2695,1141,997,6496,804,5,4,32,493,1579,5010,3115,501,2614,41,1894,83,11115,5,5566,7073,50,969,2188,370,13627,1671,3046,6.23,2,811,2119,1427,1249,266,847,1091,174,27,126,839,16,1138,6,0
188446,7,Chiapas,7472,3737,3735,498,474,968,501,529,4471,799,197,105,127,452,742,3000,2486,552,1934,34,1396,609,5058,15,6461,802,0,204,1722,384,7364,1374,2094,4.28,1.22,456,1651,1587,277,507,1511,1621,916,391,169,1139,126,644,273,16
188529,7,Chiapas,47371,24177,23194,3724,4112,8103,3477,3183,26453,2248,11,8,44,694,7715,18819,10700,1922,8778,1590,9628,1750,34895,85,11046,23614,1128,11449,9503,2128,47281,9546,11570,4.98,1.74,4231,9189,7676,2108,430,5213,6047,904,206,72,4178,85,3150,108,8
188670,7,Chiapas,112075,56909,55166,5520,6612,13375,6227,6007,72958,10411,3105,1536,847,4375,7275,33872,51074,19095,31979,1005,47452,22508,29820,2332,73050,25504,42,13042,29647,8635,111827,30064,39208,3.77,1.28,12682,29297,27414,18151,10830,28828,29037,24491,17164,3034,26333,6520,25434,8646,1792
189924,7,Chiapas,6156,3050,3106,305,315,694,342,334,4012,704,64,32,64,322,984,2366,2370,580,1790,87,1458,599,3626,72,4920,904,0,329,1627,282,6156,989,2089,3.78,1.67,983,1607,1601,586,171,1597,1600,1215,973,134,1444,90,1238,38,8
190037,7,Chiapas,5402,2701,2701,307,369,660,321,324,3339,582,164,67,103,344,430,2216,1672,507,1165,164,2095,796,1698,130,4804,433,0,165,1476,300,5402,863,1972,3.66,1.46,835,1464,1374,776,517,1428,1441,1159,706,30,1237,104,1144,165,7
190126,7,Chiapas,36785,18646,18139,2264,2306,5137,2395,2212,22189,3590,636,309,442,1552,3993,12209,14624,4079,10545,144,8089,662,26759,11,14736,14033,0,7974,8807,1938,36729,7036,11400,4.17,1.36,3533,8598,7965,3310,1909,8256,8353,6086,4130,1590,6421,666,6279,1383,63
190545,7,Chiapas,137262,69945,67317,9885,11698,23981,11181,9408,75546,7276,350,227,468,4178,21416,20394,71016,31906,39110,117,33531,1926,90850,52,57419,69322,522,9852,26645,3695,136788,14717,31087,5.13,1.8,13233,24955,23026,6674,1177,20627,21799,6118,1177,395,12024,643,9219,789,50
190853,7,Chiapas,30896,15682,15214,1880,2038,3997,1961,1811,18452,3653,937,488,511,1531,2516,9431,13325,4691,8634,100,9845,3414,14605,40,15557,10450,*,4868,7880,2750,30884,9897,10147,3.92,1.37,3588,7678,7162,1540,2123,7448,7507,5731,3399,990,5866,793,5377,1279,110
191111,7,Chiapas,7245,3572,3673,487,503,1004,535,464,4328,554,44,30,60,273,941,3253,1933,197,1736,9,1969,35,5128,11,6165,818,0,261,1511,155,7245,630,1804,4.79,1.46,567,1476,1468,114,793,1411,1439,829,384,18,943,41,622,85,3
191140,7,Chiapas,80897,41738,39159,4897,5024,10489,4941,4638,50211,7684,1548,768,933,4213,6086,23349,36494,13691,22803,374,32799,2699,40209,75,31838,29482,23,19433,20188,5008,80857,17770,27745,4.01,1.17,7104,19860,18519,8720,4324,19283,19645,16152,11425,5112,16609,2265,15512,3084,249
191901,7,Chiapas,14556,7380,7176,964,963,1770,838,797,9002,1547,306,164,216,595,1283,3812,6779,2755,4024,90,6202,2197,4816,195,6098,4402,*,4031,3694,998,14456,3690,4447,3.91,1.38,1627,3617,3342,490,2720,3427,3523,2902,1797,2212,3042,283,2727,279,46
192083,7,Chiapas,7701,3936,3765,538,557,1146,585,562,4318,740,71,43,61,284,435,2770,2632,778,1854,51,1324,157,6009,*,2738,3284,0,1677,1537,350,7685,1482,1968,5,1.4,460,1526,1267,493,360,1165,1471,837,626,21,1198,117,1267,125,7
192162,7,Chiapas,36333,18622,17711,2061,2147,4341,2064,1963,22823,4157,884,452,357,1556,3193,10048,17363,7106,10257,211,15030,4208,12562,388,15112,11699,*,9478,9562,3162,36331,11330,11713,3.8,1.31,4600,9403,7938,1505,5094,9003,9102,7328,3914,3266,7937,1125,6783,1027,125
192429,7,Chiapas,22975,11711,11264,1629,1676,3520,1672,1488,12992,2017,43,27,70,854,2642,5827,10053,3824,6229,177,3746,1545,16815,29,17149,5159,109,524,4599,655,22927,2418,5654,4.99,1.52,1233,4456,3632,3056,173,2623,3277,480,193,96,2272,60,2221,43,4
192590,7,Chiapas,27893,13898,13995,1987,2141,4268,1878,1784,16128,2100,85,48,105,1128,3831,7731,11585,3521,8064,108,9281,1199,17223,15,14513,9755,56,3565,6278,925,27870,3317,7082,4.44,1.64,3347,6191,5940,1303,1229,4763,5142,2484,591,40,3802,121,2032,225,16
192651,7,Chiapas,53242,27163,26079,2744,2875,6392,3191,3008,33771,6170,1833,877,712,2575,3378,16113,24124,9371,14753,285,22923,13360,14124,92,23218,18394,5,11553,14269,4946,52535,17068,17713,3.68,1.27,6547,14032,13153,3464,2004,13833,13768,11211,7461,4223,11981,2116,11460,3552,541
193319,7,Chiapas,46409,23832,22577,2704,2946,5945,2577,2584,29209,4105,369,189,552,1439,4053,10680,23878,9207,14671,140,7434,749,37842,7,15195,24909,220,6062,11084,1593,46341,5356,12735,4.18,1.19,4344,11001,10324,6954,1898,7690,8067,5268,5507,3981,8866,512,7462,597,44
193967,7,Chiapas,11377,5838,5539,848,840,1687,792,669,6526,964,251,132,215,830,1000,3631,4240,1250,2990,75,1199,238,9656,12,6521,4117,13,724,2607,605,11306,2216,3234,4.34,1.22,928,2583,2593,498,759,2454,2556,1365,667,8,1846,147,1822,519,8
194072,7,Chiapas,10961,5542,5419,673,706,1458,680,649,6685,1096,429,215,131,604,761,2680,5306,2161,3145,111,3855,629,5773,11,6407,2930,0,1620,2659,672,10961,2472,3245,4.12,1.26,1122,2552,2545,387,494,2530,2593,1691,1021,12,1994,292,1971,686,46
194194,7,Chiapas,28999,14713,14286,1926,1923,3874,1836,1779,17866,2160,107,66,67,1256,2610,9502,11447,3228,8219,243,6050,1683,19998,74,18233,8077,*,2673,6166,1241,28984,5038,7258,4.7,1.7,2853,6094,5993,2398,973,5723,5853,3098,1465,289,4759,338,3855,292,30
194294,7,Chiapas,6284,3162,3122,415,417,770,337,393,3928,590,416,241,87,285,578,2501,2072,381,1691,74,2194,113,3928,4,2416,2383,0,1479,1533,345,6177,1218,1810,4.03,1.31,741,1465,1473,246,51,1385,1474,896,569,15,1049,60,898,128,6
194354,7,Chiapas,41063,20693,20370,2239,2212,4711,2357,2195,24971,6155,1271,636,571,2449,3099,12030,19650,7165,12485,167,13835,3230,20127,289,26033,10080,8,4936,11277,2546,41063,7928,14323,3.64,1.14,4656,11095,10409,4681,5254,10640,10707,8669,5984,3690,9723,1130,7625,1696,156
194894,7,Chiapas,24966,12539,12427,1944,2019,3890,1741,1529,13230,1431,94,56,70,1056,2250,5881,9988,3333,6655,69,6548,474,15749,64,15855,6162,32,1762,5441,1087,24902,4328,6627,4.58,1.47,2361,5136,5108,1865,700,4938,4972,1804,876,138,3426,338,2970,262,35
195111,7,Chiapas,21807,11035,10772,1198,1358,2461,1254,1127,13582,2789,2606,1341,440,1499,1603,7145,9309,3123,6186,269,8325,1785,10473,57,11851,5978,9,3948,6094,1747,21764,5693,7500,3.57,1.11,2691,6048,5306,2873,750,5907,5934,5117,4068,298,5086,698,4739,857,136
195254,7,Chiapas,31259,16055,15204,3025,3007,5748,2363,2100,16071,1553,33,23,42,740,2969,9912,9151,2643,6508,361,5682,959,21536,70,19727,7048,132,4342,5986,752,31116,2745,7419,5.2,1.9,2949,5900,5634,4425,247,4435,4921,690,253,92,2912,136,3723,178,7
195320,7,Chiapas,5232,2625,2607,256,291,509,275,249,3287,871,627,339,115,442,469,1579,2576,901,1675,10,2264,321,2425,4,3996,910,0,326,1586,366,5232,1071,1994,3.3,1.1,750,1554,1369,455,68,1518,1521,1381,864,99,1293,159,1183,149,11
195478,7,Chiapas,46130,23349,22781,2511,2822,5902,2658,2513,28370,5501,1843,921,873,2237,3848,12387,22180,8450,13730,163,16544,3853,21843,71,24727,13527,3,7820,12775,3608,46095,11579,16797,3.61,1.22,5424,12567,11179,2111,6293,12376,12424,10436,7248,3473,9873,1232,10085,1987,209
195990,7,Chiapas,141027,72136,68891,8644,9921,19961,9196,8976,83534,10076,810,427,490,4315,17043,23401,76064,33280,42784,251,24317,3560,102266,95,63329,59753,306,14976,28902,5031,140962,19868,33663,4.88,1.38,8957,27495,22299,16514,4729,14103,17221,10556,5771,4118,17022,1631,13414,2011,269
196991,7,Chiapas,7901,4006,3895,450,534,1159,586,504,4414,1006,45,15,21,407,421,3085,2639,619,2020,9,816,76,6824,6,3041,4069,5,771,1695,512,7901,2238,2202,4.66,1.34,527,1674,1546,658,621,1534,1524,1157,625,71,1302,116,1200,185,28
197044,7,Chiapas,28250,14233,14017,1614,1619,3301,1621,1481,17628,3442,773,378,392,1424,2287,7845,13542,5147,8395,105,9527,4807,11680,142,16391,6875,4,4871,7814,2250,28100,7643,9529,3.6,1.37,4022,7722,6861,950,269,7314,7371,5940,4391,4226,6560,595,6035,1873,84
197328,7,Chiapas,5876,3120,2756,311,367,700,294,319,3627,707,231,111,141,417,342,2052,2319,915,1404,42,2474,1402,893,17,2752,1809,*,1242,1574,533,5876,1875,1944,3.73,1.17,638,1538,1418,349,487,1506,1513,1320,780,645,1375,217,1383,199,45
197405,7,Chiapas,13755,7022,6733,1433,1359,2533,977,943,7079,572,5,5,*,60,2730,6297,2075,201,1874,44,882,1020,7975,13,3516,8299,240,1606,2710,398,13607,1288,3500,5.02,1.61,913,2689,2028,876,46,1236,1814,214,11,6,934,8,179,3,*
197433,7,Chiapas,76398,38973,37425,4969,5177,10882,5276,4945,44886,7378,1031,521,734,2615,5269,21767,32944,11543,21401,435,15653,5774,50829,83,26769,38549,0,11054,16607,3848,76258,15042,21794,4.59,1.4,6482,16394,15387,5857,3329,15852,16190,10911,5245,556,12589,1835,11612,3239,240
197995,7,Chiapas,4765,2325,2440,311,308,647,368,375,2897,334,15,9,12,205,446,2159,1323,139,1184,10,367,106,4090,16,4575,127,0,60,1049,121,4765,430,1246,4.54,1.98,572,1034,1030,754,47,1022,1031,793,277,28,851,25,500,19,0
198126,7,Chiapas,234661,118892,115769,15469,18812,37910,17478,15874,133941,13329,2345,1074,966,6657,31259,57066,101992,38637,63355,769,69206,26619,99946,500,109846,95122,858,26328,46858,8150,233758,33099,57036,4.99,1.67,20166,43217,41057,13964,6166,33028,36858,18440,7120,3766,24234,3438,20489,3255,399
199882,7,Chiapas,14088,7209,6879,1246,1215,2345,1200,1101,7313,1089,45,24,96,383,2260,5362,3831,654,3177,67,2783,494,10497,95,11937,2031,0,115,2927,889,14022,3834,3899,4.79,1.77,1722,2889,2776,1033,1144,2283,2586,839,209,32,1786,136,867,194,5
199965,7,Chiapas,97397,49327,48070,5752,6268,13122,6105,5861,60270,8417,1569,793,577,4482,6817,26228,45245,16310,28935,544,41585,16891,34238,282,63768,22927,30,10565,23902,5011,97003,17225,30125,4.06,1.36,11076,23328,22150,15258,11541,21357,22479,16670,11907,3581,19430,3382,16944,5210,658
200769,7,Chiapas,18469,9281,9188,1181,1390,2546,1157,1035,10936,1775,1929,984,370,1331,1534,5558,7524,2357,5167,223,5655,1602,10724,17,8533,6435,*,3495,4487,1140,18469,4239,5566,4.12,1.3,1830,4348,4133,781,956,4300,4315,3183,2370,466,3343,411,3331,569,75
200858,7,Chiapas,3983,2004,1979,260,270,457,254,251,2474,373,220,92,86,203,203,1680,1254,342,912,42,644,385,2057,223,1976,1693,0,289,1042,196,3983,571,1351,3.82,1.4,540,1032,1031,595,86,982,1013,746,508,24,853,136,800,98,5
200916,7,Chiapas,54932,27418,27514,4274,5001,9890,4301,3697,29144,3574,19,13,32,1347,5029,21688,12546,2038,10508,1419,4046,5432,42952,426,23749,28706,219,2151,10102,1243,54781,5068,12795,5.42,1.82,3884,8920,3036,8434,1237,2027,4149,849,242,161,2746,206,2859,174,11
201052,7,Chiapas,132265,67189,65076,8232,8786,17900,8277,7948,81583,10571,12031,6025,2639,6450,12565,29316,66957,27765,39192,478,48900,15977,57944,221,57148,54688,254,19764,33695,9170,131790,31123,43025,3.91,1.47,17001,32954,31903,13493,8349,30806,31265,23424,14050,2610,25452,4201,22986,5588,792
202063,7,Chiapas,26391,13441,12950,2023,2250,4739,2084,1855,14364,1373,29,18,60,673,5503,9552,7422,1145,6277,293,7260,693,16547,377,9692,12968,141,3456,4929,653,26268,2597,5973,5.33,1.92,2460,4753,4434,2734,128,3739,3904,953,206,19,2133,50,1731,27,0
202180,7,Chiapas,12266,6212,6054,865,799,1747,908,845,7212,1030,206,107,174,625,1783,3351,5358,2046,3312,114,2368,517,9430,5,8653,2673,0,933,2936,639,12187,2128,3674,4.15,1.6,1659,2903,2894,474,729,2664,2823,971,423,15,2072,131,1443,192,10
202243,7,Chiapas,31919,16267,15652,1638,1849,3688,1811,1742,20382,3633,2607,1321,668,1986,2566,9338,15088,5868,9220,243,14554,3181,11651,61,19092,7596,6,5198,8600,2530,31846,8663,10578,3.7,1.17,4104,8462,7868,3118,1353,8306,8345,6694,4274,725,6945,1339,6588,2098,413
202459,7,Chiapas,51193,26082,25111,2471,2853,6306,2888,2703,31756,6939,2132,1100,765,2961,4515,14168,25068,9698,15370,137,18797,4833,25227,214,30171,12782,4,8211,14935,4684,51172,14948,19104,3.43,1.22,6901,14716,11542,2951,4750,14318,14390,12319,9276,3634,12206,1334,11013,1991,202
202974,7,Chiapas,12263,6159,6104,729,888,1830,961,805,6923,1179,39,19,36,404,691,3839,4559,1813,2746,356,543,344,11240,3,2952,7195,0,2072,2403,627,12263,2878,3129,5.1,1.44,589,2373,2242,1086,935,1829,2099,1013,772,72,1709,84,858,172,3
203051,7,Chiapas,30297,14719,15578,1658,1863,3803,1724,1634,18712,3527,1844,388,453,1537,2602,9836,12934,4418,8516,92,13415,2429,13069,72,12500,11106,*,6670,7679,2379,29099,8387,9572,3.79,1.36,3866,7538,6624,876,2044,7315,7350,5637,3975,3135,6021,515,5482,1290,95
203252,7,Chiapas,29636,15204,14432,2244,2509,4495,2158,1964,16911,1830,690,352,203,2334,3555,8225,11825,4090,7735,230,7832,626,20500,28,14901,12641,34,2022,6503,1681,29324,6501,7551,4.51,1.56,3673,6422,6133,2318,1444,5474,6111,2283,1479,117,3927,422,3503,404,59
203464,7,Chiapas,10866,5518,5348,772,719,1543,781,740,6458,819,158,95,132,769,1127,2749,4983,1864,3119,89,2373,1015,6564,23,9410,1100,0,353,2404,861,10629,3535,3037,4.42,1.44,1173,2371,2079,605,482,2205,2270,941,604,42,1829,236,1667,142,14
203613,7,Chiapas,44829,22921,21908,2623,3047,5635,2690,2416,28058,4303,15048,7630,1418,3255,2014,13447,18929,7595,11334,1086,15074,6612,15941,661,28054,11093,16,5634,12520,4335,44819,14765,16258,3.58,1.22,5912,12410,12058,5131,1173,12240,12298,10746,9549,1162,10800,2559,10789,3840,913
204266,7,Chiapas,28829,14695,14134,1593,1811,3745,1827,1671,17957,2658,133,75,142,1014,4251,7579,13756,4969,8787,254,8548,1846,17341,40,20781,6299,4,1686,7227,1577,28800,5234,8989,3.99,1.26,3131,7103,5797,3072,1525,6766,7066,4360,3425,2421,5992,624,4651,404,79
204678,7,Chiapas,29889,14968,14921,2258,2190,4315,1848,1857,17680,2307,257,154,111,682,3899,7557,13455,4779,8676,90,4356,2026,20406,17,10922,15648,97,3215,6774,816,29852,2749,8244,4.41,1.61,3482,6639,5946,2049,226,5251,5534,2273,264,19,3244,90,1500,58,6
204784,7,Chiapas,64251,32405,31846,3801,4253,9274,4402,4060,38691,5663,1492,790,407,2344,9839,12877,33502,14206,19296,342,11709,5748,44266,27,25864,32826,192,5292,14749,2338,63765,8209,17284,4.32,1.66,7831,14200,13555,1915,384,12673,13163,6760,2166,655,8485,572,4685,697,43
204903,7,Chiapas,215874,113582,102292,11357,12493,25808,12323,12465,143178,16605,7690,3984,2630,6800,14163,50699,113115,52225,60890,1827,96596,22978,67526,1294,134339,63035,849,17280,52666,17445,214862,63837,65980,4.08,1.1,16680,52236,49463,44256,11419,48044,49781,33311,25350,14428,45721,16366,45725,17949,4355
207266,7,Chiapas,41793,20921,20872,2303,2496,5245,2516,2360,26636,3715,1234,555,535,2023,3148,12175,19080,6845,12235,399,14670,4569,19874,233,24933,11242,13,5582,10482,2418,41791,8715,13024,3.99,1.31,4744,10371,9327,6431,4929,10132,10224,7699,5479,259,9121,1535,8068,2418,373
207508,7,Chiapas,25937,12911,13026,1862,1871,3834,1890,1731,14798,2351,188,104,141,854,2481,8996,9219,2299,6920,84,2893,393,21674,6,14551,9023,*,2355,5206,917,25920,3768,6667,4.98,1.53,1881,5101,4895,928,2581,4587,4980,2733,1916,86,3773,243,3692,325,11
207579,7,Chiapas,52935,27047,25888,4385,4669,8739,3868,3459,29201,2963,133,59,82,1251,7682,14063,20746,6239,14507,226,15022,894,35365,13,21561,21903,146,9228,10715,1779,52831,6875,12472,4.93,1.92,6703,10580,9919,4253,1188,8030,8727,3598,1154,109,6021,504,5288,449,87
207836,7,Chiapas,15518,7894,7624,1125,1290,2811,1248,1078,8510,804,7,6,14,217,3625,6409,3509,287,3222,363,4116,696,10509,4,9509,5022,119,849,3221,527,15412,2109,4008,4.78,1.74,1528,2978,1948,1110,273,1099,1303,566,146,14,1104,39,630,99,*
207926,7,Chiapas,19092,9679,9413,1154,1148,2369,1031,966,12009,1974,127,64,134,970,2363,6509,7825,2110,5715,64,3587,3227,11077,18,11859,5425,6,1794,5061,887,19092,2770,6390,3.77,1.18,2140,5020,4730,1730,2199,4706,4917,3896,3038,1207,4279,440,3410,672,46
208085,7,Chiapas,8561,4217,4344,535,573,1187,622,506,5040,856,178,100,83,302,783,2711,3362,1055,2307,162,2322,127,5699,29,4038,3380,*,1137,2058,416,8498,1491,2533,4.13,1.26,915,2019,2025,99,534,1933,1991,1181,710,9,1443,115,1230,285,10
208148,7,Chiapas,10890,5425,5465,759,768,1373,695,644,6615,946,91,52,81,629,1032,3682,4053,1093,2960,219,1920,816,7679,87,5695,3258,8,1925,2567,511,10890,1900,3246,4.24,1.46,1057,2526,2487,1053,1189,2475,2504,1599,749,104,2159,150,2067,278,17
208340,7,Chiapas,25627,12871,12756,1355,1536,3247,1482,1395,16322,2420,323,150,204,908,2112,8598,10541,3511,7030,290,10094,2294,9897,417,20568,3563,8,1475,6362,1588,25625,5809,8237,4.03,1.57,3344,6257,5875,4257,2867,6244,6266,5220,3202,1243,5525,1281,5264,1738,189
208801,7,Chiapas,41672,21191,20481,2603,2792,5467,2534,2412,25821,3620,1097,520,445,2075,4032,9894,20511,8375,12136,237,20757,4669,14720,173,12852,14721,4,14065,11041,4178,41587,15426,13591,3.77,1.46,5998,10713,9002,1602,1992,10283,10291,8044,4482,6783,8812,885,8342,2802,274
209237,7,Chiapas,2308,1133,1175,141,172,300,141,115,1382,242,110,63,36,212,193,847,838,180,658,5,677,63,1516,0,1166,702,0,440,561,133,2308,486,724,4.11,1.09,227,546,498,102,218,546,549,359,221,5,398,43,404,167,*
209266,7,Chiapas,353706,182096,171610,20233,19971,38338,18916,18676,227836,37919,16419,7983,5368,16426,17407,104275,162204,68212,93992,4012,150537,102284,60685,2545,167204,106993,407,75711,96211,33731,350322,115924,121813,3.64,1.19,38543,94335,87887,43964,21062,92803,93593,78994,52498,12170,83780,23536,83419,31777,8078
214174,7,Chiapas,4547,2338,2209,294,320,649,337,280,2551,533,47,19,99,313,394,1852,1414,405,1009,13,1005,94,3269,6,2363,1923,0,258,1100,269,4439,875,1554,4.04,1.48,613,1086,1075,203,507,1033,1059,437,260,11,690,104,546,59,3
214212,7,Chiapas,13592,7030,6562,802,864,1745,891,826,8388,1263,435,217,141,892,1080,4695,5235,1848,3387,220,3195,523,9056,10,10816,2046,0,728,3459,1018,13478,3584,4389,3.9,1.28,1678,3424,3379,921,1156,3365,3407,2134,1397,32,2819,446,2497,400,47
214333,7,Chiapas,21426,10762,10664,1231,1598,2536,1303,1304,13005,2460,239,120,243,1231,2059,7040,8793,2663,6130,144,13082,573,6934,19,8774,10956,0,1681,5798,1467,21299,4815,7408,3.67,1.35,3336,5547,5481,1029,3940,5400,5528,3800,2350,65,3757,342,2744,718,12
214452,7,Chiapas,48162,24854,23308,3801,4213,8289,3634,3114,26210,2916,55,41,122,1275,5444,16897,14217,4734,9483,633,6839,4865,29109,306,18512,26214,277,3130,9206,1515,48110,5892,11209,5.23,1.78,3448,9057,8679,3811,725,5881,7166,469,140,58,4988,72,2882,107,5
214506,7,Chiapas,49499,25555,23944,3343,3573,7513,3479,3183,29220,3513,336,181,229,1558,6637,12431,22143,8251,13892,410,15614,767,32230,22,20747,26573,95,2066,11176,2467,49480,9091,14858,4.43,1.45,4846,10961,10208,5800,765,9558,10498,4154,3698,2653,8007,691,8612,616,77
214914,7,Chiapas,83505,41804,41701,4526,5090,10983,4928,4612,41867,6061,424,250,282,2044,10639,12980,37890,15459,22431,118,20456,3270,45365,71,36254,28394,260,6669,17994,3260,83262,12954,20775,4.63,1.57,6727,14722,13924,4523,761,12775,13494,4548,765,207,8065,405,4610,284,12
215326,7,Chiapas,91913,46632,45281,4806,4929,10535,5037,5153,58493,11637,4208,2096,1546,5210,6226,26384,44196,17664,26532,837,35570,15300,32126,218,61745,19697,16,10225,25567,7330,91701,23886,31835,3.59,1.25,11262,25285,23745,9990,9391,24870,24926,21786,17113,7231,22296,3865,21271,6593,826
